periodo,inflacion
Feb.1967,0.0096850000000137
Mar.1967,0.890954999999962
Abr.1967,0.508735000000056
May.1967,1.59488099999998
Jun.1967,0.404210999999953
Jul.1967,0.486846000000116
Ago.1967,0.354047999999943
Sep.1967,6.42465899999997
Oct.1967,2.54732600000009
Nov.1967,0.944278999999923
Dic.1967,3.32041099999996
Ene.1968,1.53344200000008
Feb.1968,0.618572999999919
Mar.1968,1.10977999999998
Abr.1968,0.718572000000017
May.1968,0.784006000000084
Jun.1968,2.58265300000001
Jul.1968,1.27398199999996
Ago.1968,0.59902700000001
Sep.1968,-0.401935000000037
Oct.1968,0.194304999999979
Nov.1968,0.0372940000000462
Dic.1968,0.365344000000044
Ene.1969,0.393729999999997
Feb.1969,0.44398399999996
Mar.1969,1.41446900000002
Abr.1969,1.60540499999999
May.1969,0.121541000000004
Jun.1969,-0.285633000000032
Jul.1969,-0.157547999999947
Ago.1969,-0.351456000000004
Sep.1969,-0.316705999999988
Oct.1969,0.498230999999936
Nov.1969,0.740049000000046
Dic.1969,1.47635699999999
Ene.1970,0.632555999999948
Feb.1970,-0.363178999999981
Mar.1970,0.602832000000026
Abr.1970,0.425027999999964
May.1970,-0.215083999999972
Jun.1970,1.06383000000006
Jul.1970,0.240797999999984
Ago.1970,0.363761000000318
Sep.1970,0.861656000000128
Oct.1970,0.800053999999564
Nov.1970,0.363221000000245
Dic.1970,0.703705999999591
Ene.1971,0.432584000000213
Feb.1971,0.530116999999776
Mar.1971,0.771207999999881
Abr.1971,0.202773000000498
May.1971,0.41778199999962
Jun.1971,0.461547999999765
Jul.1971,1.59182100000075
Ago.1971,0.687897999999456
Sep.1971,-0.600962000000082
Oct.1971,0.814612000000117
Nov.1971,0.934283999999853
Dic.1971,1.18206300000071
Ene.1972,0.56249199999922
Feb.1972,0.952732000000501
Mar.1972,4.262056
Abr.1972,-2.85564099999982
May.1972,-0.895702000000485
Jun.1972,1.36479400000022
Jul.1972,-0.68218500000044
Ago.1972,0.349461000000161
Sep.1972,1.09876900000051
Oct.1972,0.62358899999979
Nov.1972,-0.720061000000264
Dic.1972,0.32697199999987
Ene.1973,0.906613000000092
Feb.1973,1.07463700000035
Mar.1973,1.94631699999998
Abr.1973,0.928933999999971
May.1973,2.14567999999986
Jun.1973,1.33775600000031
Jul.1973,1.00370899999949
Ago.1973,0.78310700000006
Sep.1973,1.51117300000029
Oct.1973,0.464551999999785
Nov.1973,0.746150999999847
Dic.1973,0.130392000000399
Ene.1974,1.81939399999993
Feb.1974,2.2640099999999
Mar.1974,1.5094680000002
Abr.1974,1.53208400000014
May.1974,2.50310699999944
Jun.1974,2.26879100000013
Jul.1974,0.821338000000357
Ago.1974,0.369531000000044
Sep.1974,1.22165499999944
Oct.1974,0.0909320000002735
Nov.1974,1.89957100000012
Dic.1974,1.37785700000013
Ene.1975,2.80620399999971
Feb.1975,3.58503799999979
Mar.1975,1.40390400000008
Abr.1975,2.0063670000003
May.1975,1.48062099999969
Jun.1975,1.70218900000033
Jul.1975,4.88748199999993
Ago.1975,1.42138799999971
Sep.1975,0.97177200000017
Oct.1975,0.982060999999901
Nov.1975,0.35010400000042
Dic.1975,0.213205999999619
Ene.1976,6.9370120000003
Feb.1976,2.07391299999985
Mar.1976,1.60652099999989
Abr.1976,0.685927000000377
May.1976,0.577333999999627
Jun.1976,0.585500000000115
Jul.1976,13.7134049999999
Ago.1976,3.89440900000004
Sep.1976,3.43445100000009
Oct.1976,2.26964899999993
Nov.1976,0.940681999999885
Dic.1976,1.52454200000021
Ene.1977,3.53800899999997
Feb.1977,1.523498
Mar.1977,2.12802000000016
Abr.1977,1.56483499999987
May.1977,1.79410700000001
Jun.1977,7.28280099999994
Jul.1977,2.86655200000002
Ago.1977,2.76484299999994
Sep.1977,1.51161100000022
Oct.1977,1.05318199999987
Nov.1977,1.46667999999997
Dic.1977,1.09176200000011
Ene.1978,7.46223500000004
Feb.1978,4.9904509999998
Mar.1978,2.48695400000002
Abr.1978,2.41496700000013
May.1978,13.29015
Jun.1978,4.61669600000003
Jul.1978,3.88561300000004
Ago.1978,4.41865299999988
Sep.1978,5.05590700000015
Oct.1978,3.96281199999983
Nov.1978,2.28826900000011
Dic.1978,2.10653299999998
Ene.1979,5.75095299999992
Feb.1979,5.23973100000004
Mar.1979,4.95830500000001
Abr.1979,4.91801700000008
May.1979,3.58274899999999
Jun.1979,3.00924299999995
Jul.1979,7.57261800000006
Ago.1979,3.02974999999996
Sep.1979,4.38059899999998
Oct.1979,3.97784899999971
Nov.1979,3.9515400000003
Dic.1979,1.95110500000034
Ene.1980,6.01195799999967
Feb.1980,3.93262799999967
Mar.1980,3.36752900000044
Abr.1980,2.5746129999996
May.1980,2.37677899999987
Jun.1980,3.19134400000047
Jul.1980,4.07486099999991
Ago.1980,4.40632600000012
Sep.1980,7.81164099999959
Oct.1980,3.81259900000001
Nov.1980,4.2073670000004
Dic.1980,2.81734400000012
Ene.1981,11.6990929999996
Feb.1981,4.68742900000036
Mar.1981,6.44191799999979
Abr.1981,3.94467600000003
May.1981,4.42091199999982
Jun.1981,3.13666400000017
Jul.1981,3.724824
Ago.1981,3.64744899999984
Sep.1981,3.03967900000001
Oct.1981,4.33921800000017
Nov.1981,3.76976600000006
Dic.1981,3.32500299999985
Ene.1982,4.49222800000011
Feb.1982,3.84745700000007
Mar.1982,6.44757899999987
Abr.1982,4.34105399999988
May.1982,3.13746600000023
Jun.1982,4.5345609999998
Jul.1982,4.242521
Ago.1982,4.44221800000017
Sep.1982,4.71821999999977
Oct.1982,6.91673600000025
Nov.1982,4.52141499999996
Dic.1982,4.45766799999992
